ID,County,population_primary_2012,population_general_2012,population_midterm_2014,population_primary_2016,population_general_2016,population_midterm_2018,population_primary_2020,population_general_2020,registration_primary_2012,registration_general_2012,registration_midterm_2014,registration_primary_2016,registration_general_2016,registration_midterm_2018,registration_primary_2020,registration_general_2020,registration_midterm_2022,turnout_primary_2012,turnout_general_2012,turnout_midterm_2014,turnout_primary_2016,turnout_general_2016,turnout_midterm_2018,turnout_primary_2020,turnout_general_2020,turnout_midterm_2022,TOrate_primary_2012,TOrate_general_2012,TOrate_midterm_2014,TOrate_primary_2016,TOrate_general_2016,TOrate_midterm_2018,TOrate_primary_2020,TOrate_general_2020,TOrate_midterm_2022,growth_r_g_2012_2016,growth_r_g_2012_2020,growth_r_g_2016_2020,growth_r_p_2012_2016,growth_r_p_2012_2020,growth_r_p_2016_2020,growth_r_m_2014_2018,growth_r_m_2014_2022,growth_r_m_2018_2022,growth_t_g_2012_2016,growth_t_g_2012_2020,growth_t_g_2016_2020,growth_t_p_2012_2016,growth_t_p_2012_2020,growth_t_p_2016_2020,growth_t_m_2014_2018,growth_t_m_2014_2022,growth_t_m_2018_2022
163,McMullen,707,707,707,707,707,707,707,707,649,660,702,677,708,699,697,705,659,130,524,265,413,499,491,276,521,376,0.2003,0.7939,0.3775,0.61,0.7048,0.7024,0.396,0.739,0.5706,7.272727273,6.818181818,-0.423728814,4.314329738,7.395993837,2.954209749,-0.427350427,-6.125356125,-5.722460658,-4.770992366,-0.572519084,4.408817635,217.6923077,112.3076923,-33.17191283,85.28301887,41.88679245,-23.42158859
164,Medina,46006,46006,46006,46006,46006,46006,46006,46006,26244,26525,28454,28941,30339,31273,32168,33741,35623,5100,16049,9858,9233,17344,16196,8179,22657,17436,0.1943,0.6051,0.3465,0.319,0.5717,0.5179,0.2543,0.6715,0.4895,14.37888784,27.20452403,11.21328982,10.27663466,22.57277854,11.15027124,9.907218669,25.19505166,13.90976241,8.069038569,41.17390492,30.63307196,81.03921569,60.37254902,-11.41557457,64.29296003,76.87157638,7.65621141
165,Menard,2242,2242,2242,2242,2242,2242,2242,2242,1625,1616,1535,1475,1488,1428,1419,1464,1418,522,877,486,641,864,790,586,1033,777,0.3212,0.5427,0.3166,0.4346,0.5806,0.5532,0.413,0.7056,0.548,-7.920792079,-9.405940594,-1.612903226,-9.230769231,-12.67692308,-3.796610169,-6.970684039,-7.622149837,-0.700280112,-1.482326112,17.78791334,19.56018519,22.79693487,12.2605364,-8.580343214,62.55144033,59.87654321,-1.64556962
166,Midland,136872,136872,136872,136872,136872,136872,136872,136872,69495,70818,75384,75688,79900,83678,86872,90087,96666,12204,44910,23685,24446,49697,43125,24370,59137,40223,0.1756,0.6342,0.3142,0.323,0.622,0.5154,0.2805,0.6564,0.4161,12.82442317,27.20918411,12.74968711,8.911432477,25.0046766,14.77645069,11.00233471,28.23145495,15.52140348,10.65909597,31.67891338,18.99511037,100.3113733,99.68862668,-0.310889307,82.07726409,69.82478362,-6.729275362
167,Milam,24757,24757,24757,24757,24757,24757,24757,24757,13972,14124,14418,14416,14797,14946,15098,15786,16374,3466,8386,5041,5016,8808,8055,5233,10638,8380,0.2481,0.5937,0.3496,0.3479,0.5953,0.5389,0.3466,0.6739,0.5118,4.764939111,11.76720476,6.683787254,3.17778414,8.058975093,4.730854606,3.662089055,13.56637536,9.554395825,5.032196518,26.85428094,20.77656676,44.72013849,50.98095788,4.3261563,59.78972426,66.23685777,4.034761018
168,Mills,4936,4936,4936,4936,4936,4936,4936,4936,3321,3351,3381,3383,3441,3416,3351,3413,3444,1222,2203,1364,1509,2247,2017,1473,2506,2133,0.368,0.6574,0.4034,0.4461,0.653,0.5905,0.4396,0.7343,0.6193,2.685765443,1.850193972,-0.813716943,1.866907558,0.903342367,-0.945906001,1.035196687,1.863354037,0.819672131,1.997276441,13.75397186,11.52647975,23.48608838,20.5400982,-2.385685885,47.87390029,56.37829912,5.751115518
169,Mitchell,9403,9403,9403,9403,9403,9403,9403,9403,4454,4497,4562,4439,4494,4534,4386,4511,4465,531,2323,1233,1420,2220,1925,1427,2591,1787,0.1192,0.5166,0.2703,0.3199,0.494,0.4246,0.3254,0.5744,0.4002,-0.066711141,0.311318657,0.378282154,-0.336775932,-1.526717557,-1.193962604,-0.613765892,-2.126260412,-1.521835024,-4.433921653,11.53680585,16.71171171,167.4199623,168.7382298,0.492957746,56.12327656,44.93106245,-7.168831169
170,Montague,19719,19719,19719,19719,19719,19719,19719,19719,12650,12637,12939,13018,13315,13510,13436,13952,14635,3728,7817,6821,5268,8713,7502,4460,9863,7881,0.2947,0.6186,0.5272,0.4047,0.6544,0.5553,0.3319,0.7069,0.5385,5.365197436,10.40595078,4.784078107,2.909090909,6.213438735,3.2109387,4.413014916,13.10765902,8.327165063,11.46219777,26.17372394,13.19866866,41.30901288,19.63519313,-15.33788914,9.983873332,15.54024337,5.051986137
171,Montgomery,455746,455746,455746,455746,455746,455746,455746,455746,249544,256455,281771,296306,312227,333086,347432,372877,409657,47628,173133,104994,103427,205904,190517,89903,271548,208035,0.1909,0.6751,0.3726,0.3491,0.6595,0.572,0.2588,0.7283,0.5078,21.7472851,45.39665828,19.42496965,18.7389799,39.22674959,17.25445992,18.21159736,45.3865018,22.98835736,18.92822281,56.84358268,31.88087652,117.1558747,88.76081297,-13.07588927,81.45513077,98.13989371,9.194979976
172,Moore,21904,21904,21904,21904,21904,21904,21904,21904,9187,9232,9335,9364,9667,9692,9792,9985,9940,1338,4987,2774,2782,5302,4063,2677,5532,3616,0.1456,0.5402,0.2972,0.2971,0.5485,0.4192,0.2734,0.554,0.3638,4.71187175,8.156412478,3.28954174,1.926635463,6.585392402,4.570696284,3.824317086,6.480985538,2.558811391,6.316422699,10.92841388,4.337985666,107.922272,100.0747384,-3.77426312,46.46719539,30.35328046,-11.00172286
173,Morris,12934,12934,12934,12934,12934,12934,12934,12934,8095,8238,8533,8500,8558,8263,8314,8574,8701,1031,5167,3166,2490,5026,4268,1909,5592,4030,0.1274,0.6272,0.371,0.2929,0.5873,0.5165,0.2296,0.6522,0.4632,3.88443797,4.078659869,0.18695957,5.003088326,2.705373687,-2.188235294,-3.164186101,1.968826907,5.300738231,-2.728856203,8.225275789,11.26144051,141.5130941,85.1600388,-23.33333333,34.80732786,27.28995578,-5.576382381
174,Motley,1210,1210,1210,1210,1210,1210,1210,1210,812,808,789,786,824,850,824,853,797,282,600,374,474,628,539,411,652,506,0.3473,0.7426,0.474,0.6031,0.7621,0.6341,0.4988,0.7644,0.6349,1.98019802,5.569306931,3.519417476,-3.201970443,1.477832512,4.834605598,7.73130545,1.013941698,-6.235294118,4.666666667,8.666666667,3.821656051,68.08510638,45.74468085,-13.29113924,44.11764706,35.29411765,-6.12244898
175,Nacogdoches,64524,64524,64524,64524,64524,64524,64524,64524,29107,29353,30969,31923,34678,36758,37533,38890,39280,8763,20794,12045,12483,22870,21725,11284,26792,19054,0.3011,0.7084,0.3889,0.391,0.6595,0.591,0.3006,0.6889,0.4851,18.14124621,32.49071645,12.14602918,9.67464871,28.94836294,17.57353632,18.69288643,26.83651393,6.861091463,9.98364913,28.84485909,17.14910363,42.45121534,28.76868652,-9.605062886,80.3652968,58.19012038,-12.29459148
176,Navarro,47735,47735,47735,47735,47735,47735,47735,47735,26572,26766,27362,26930,27813,28533,28871,29835,31120,6427,15462,9681,9368,16440,14453,9180,19196,14181,0.2419,0.5777,0.3538,0.3479,0.5911,0.5065,0.318,0.6434,0.4557,3.911678996,11.466039,7.269981663,1.347282854,8.651964474,7.207575195,4.27965792,13.73437614,9.066694704,6.325184323,24.14952787,16.76399027,45.76007468,42.8349152,-2.006831768,49.29242847,46.48280136,-1.881962222
177,Newton,14445,14445,14445,14445,14445,14445,14445,14445,8193,8288,8959,9262,9553,9249,9121,9382,9371,2178,5869,2907,3125,5604,4713,3384,6129,4399,0.2658,0.7081,0.3245,0.3374,0.5866,0.5096,0.371,0.6533,0.4694,15.26303089,13.19980695,-1.790013608,13.04772367,11.32674234,-1.522349385,3.236968412,4.598727537,1.31906152,-4.515249617,4.430056228,9.368308351,43.48025712,55.37190083,8.288,62.12590299,51.3243894,-6.662423085
178,Nolan,15216,15216,15216,15216,15216,15216,15216,15216,8330,8339,8557,8507,8747,8704,8681,8835,8749,1012,4575,2692,3478,4851,4087,2558,5395,3820,0.1215,0.5486,0.3146,0.4088,0.5546,0.4696,0.2947,0.6106,0.4366,4.892672982,5.94795539,1.00605922,2.12484994,4.213685474,2.045374398,1.717891785,2.243777025,0.517003676,6.032786885,17.92349727,11.21418264,243.6758893,152.7667984,-26.4519839,51.82020802,41.90193165,-6.532909224
179,Nueces,340223,340223,340223,340223,340223,340223,340223,340223,183748,186814,190306,190659,199471,204238,203541,211384,213904,23497,97801,58075,50335,104553,94201,40116,128098,89744,0.1279,0.5235,0.3052,0.264,0.5242,0.4612,0.1971,0.606,0.4196,6.775188155,13.15211922,5.972296725,3.761129373,10.77181792,6.756565386,7.320841172,12.40002943,4.732713795,6.903814889,30.97821086,22.51967901,114.2188364,70.72817807,-20.30197676,62.2057684,54.53120964,-4.731372278
180,Ochiltree,10223,10223,10223,10223,10223,10223,10223,10223,4947,5017,5220,5209,5294,5187,5119,5175,5134,1502,3001,1597,1862,3028,2422,1899,3164,2135,0.3036,0.5982,0.3059,0.3575,0.572,0.4669,0.371,0.6114,0.4159,5.521227825,3.149292406,-2.24782773,5.296139074,3.476854659,-1.727778844,-0.632183908,-1.647509579,-1.021785232,0.8997001,5.431522826,4.491413474,23.96804261,26.43142477,1.987110634,51.6593613,33.68816531,-11.84971098
181,Oldham,2052,2052,2052,2052,2052,2052,2052,2052,1337,1332,1351,1363,1410,1366,1375,1417,1309,255,868,563,593,961,818,677,1013,772,0.1907,0.6517,0.4167,0.4351,0.6816,0.5988,0.4924,0.7149,0.5898,5.855855856,6.381381381,0.496453901,1.944652206,2.842183994,0.880410858,1.110288675,-3.10880829,-4.172767204,10.71428571,16.70506912,5.411030177,132.5490196,165.4901961,14.16526138,45.29307282,37.12255773,-5.623471883
182,Orange,81837,81837,81837,81837,81837,81837,81837,81837,47967,48717,50565,51264,53069,53098,52777,54375,54995,10154,30695,17278,18334,32294,26409,16561,36079,25262,0.2117,0.6301,0.3417,0.3576,0.6085,0.4974,0.3138,0.6635,0.4594,8.933226594,11.61401564,2.460947069,6.873475514,10.0277274,2.951388889,5.00939385,8.761000692,3.572639271,5.209317478,17.54031601,11.72044343,80.55938546,63.09828639,-9.670557434,52.8475518,46.20905197,-4.343216328
183,Palo Pinto,28111,28111,28111,28111,28111,28111,28111,28111,16807,16961,17043,16828,17497,17860,18347,18875,19344,4596,9430,5714,6943,10335,9484,5963,12495,9497,0.2735,0.556,0.3353,0.4126,0.5907,0.531,0.325,0.662,0.491,3.160191026,11.28471199,7.875635823,0.124947938,9.162848813,9.026622296,4.793756968,13.50114416,8.309070549,9.597030753,32.50265111,20.89985486,51.06614447,29.743255,-14.11493591,65.97829891,66.20581029,0.137072965
184,Panola,23796,23796,23796,23796,23796,23796,23796,23796,15272,15353,15770,15893,16344,16332,16437,16797,17173,3398,10237,5786,6083,10475,8778,5066,11490,8373,0.2225,0.6668,0.3669,0.3827,0.6409,0.5375,0.3082,0.6841,0.4876,6.454764541,9.405327949,2.771659325,4.06626506,7.628339445,3.422890581,3.563728599,8.896639188,5.149399951,2.324899873,12.23991404,9.68973747,79.01706886,49.08769865,-16.71872431,51.71102662,44.71137228,-4.613807245
185,Parker,116927,116927,116927,116927,116927,116927,116927,116927,73018,73945,78438,81120,85279,91307,96684,103852,115563,13463,48446,31859,30111,57794,55315,29745,76422,63580,0.1844,0.6552,0.4062,0.3712,0.6777,0.6058,0.3077,0.7359,0.5502,15.32760836,40.44492528,21.77910154,11.09589416,32.41118628,19.18639053,16.40658864,47.33037558,26.56532358,19.29571069,57.7467696,32.23171956,123.6574315,120.9388695,-1.21550264,73.62440755,99.56684139,14.94169755
186,Parmer,10269,10269,10269,10269,10269,10269,10269,10269,4361,4409,4389,4327,4461,4422,4424,4531,4452,837,2553,1392,1337,2488,2057,935,2669,1773,0.1919,0.579,0.3172,0.309,0.5577,0.4652,0.2113,0.5891,0.3982,1.179405761,2.767067362,1.569154898,-0.779637698,1.444622793,2.241737925,0.751879699,1.435406699,0.678426052,-2.546024285,4.543674109,7.274919614,59.73715651,11.70848268,-30.06731488,47.77298851,27.37068966,-13.80651434
187,Pecos,15507,15507,15507,15507,15507,15507,15507,15507,7554,7569,8160,8052,8168,8169,8201,8289,8216,1714,4216,3084,2848,4198,3574,2198,4720,3778,0.2269,0.557,0.3779,0.3537,0.514,0.4375,0.268,0.5694,0.4598,7.913859162,9.512485137,1.481390793,6.592533757,8.564998676,1.850471932,0.110294118,0.68627451,0.57534582,-0.426944972,11.9544592,12.43449262,66.16102684,28.23803967,-22.82303371,15.88845655,22.50324254,5.707890319
188,Polk,45413,45413,45413,45413,45413,45413,45413,45413,35984,36611,37162,37121,38537,37852,38694,40423,42337,6101,19184,10507,8938,20026,16843,9337,24186,16854,0.1695,0.524,0.2827,0.2408,0.5197,0.445,0.2413,0.5983,0.3981,5.260713993,10.41217121,4.893997976,3.159737661,7.531124944,4.237493602,1.856735375,13.92551531,11.84877946,4.389074229,26.07381151,20.77299511,46.50057368,53.04048517,4.464085925,60.30265537,60.40734748,0.06530903
189,Potter,121073,121073,121073,121073,121073,121073,121073,121073,50173,50800,52798,52775,54965,55087,55535,57702,58080,6330,26701,13877,14071,29016,24525,12630,33495,21894,0.1262,0.5256,0.2628,0.2666,0.5279,0.4452,0.2274,0.5805,0.377,8.198818898,13.58661417,4.97953243,5.186056245,10.6870229,5.229748934,4.335391492,10.00416682,5.43322381,8.670087263,25.4447399,15.436311,122.2906793,99.52606635,-10.24092104,76.73128198,57.77185271,-10.72782875
190,Presidio,7818,7818,7818,7818,7818,7818,7818,7818,5071,5129,5293,4669,4799,4868,4749,4780,4394,1436,1855,1050,1523,2023,1673,1182,2219,1749,0.2832,0.3617,0.1984,0.3262,0.4215,0.3437,0.2489,0.4642,0.398,-6.43400273,-6.804445311,-0.395915816,-7.927430487,-6.34983238,1.713429,-8.029472889,-16.98469677,-9.73705834,9.056603774,19.62264151,9.688581315,6.058495822,-17.68802228,-22.3900197,59.33333333,66.57142857,4.542737597
191,Rains,10914,10914,10914,10914,10914,10914,10914,10914,6507,6613,6826,6885,7221,7609,7805,8295,8762,1412,4047,2452,2552,4701,4411,2877,6053,5010,0.217,0.612,0.3592,0.3707,0.651,0.5797,0.3686,0.7297,0.5718,9.194011795,25.43474974,14.87328625,5.809128631,19.94774858,13.36238199,11.47084676,28.36214474,15.15310816,16.16011861,49.56758092,28.75983833,80.73654391,103.7535411,12.73510972,79.89396411,104.3230016,13.57968715
192,Randall,120725,120725,120725,120725,120725,120725,120725,120725,76035,76421,80212,81663,85171,86985,88635,92930,95145,12863,50341,28413,27758,55359,48465,25400,64686,48032,0.1692,0.6587,0.3542,0.3399,0.65,0.5572,0.2866,0.6961,0.5048,11.4497324,21.60270083,9.109908302,7.401854409,16.57131584,8.537526175,8.443873735,18.61691517,9.380927746,9.968018116,28.4956596,16.84820896,115.7972479,97.465599,-8.494848332,70.57332911,69.04937881,-0.893428247
193,Reagan,3367,3367,3367,3367,3367,3367,3367,3367,1743,1741,1775,1850,1893,1840,1836,1872,1816,663,865,517,829,933,841,632,1124,716,0.3804,0.4968,0.2913,0.4481,0.4929,0.4571,0.3442,0.6004,0.3943,8.730614589,7.524411258,-1.109350238,6.138841079,5.335628227,-0.756756757,3.661971831,2.309859155,-1.304347826,7.861271676,29.94219653,20.471597,25.03770739,-4.67571644,-23.76357057,62.66924565,38.49129594,-14.86325803
194,Real,3309,3309,3309,3309,3309,3309,3309,3309,2396,2376,2440,2468,2523,2576,2598,2499,2713,628,1545,1060,1344,1704,1571,1001,1982,1568,0.2621,0.6503,0.4344,0.5446,0.6754,0.6099,0.3853,0.7931,0.578,6.186868687,5.176767677,-0.951248514,3.005008347,8.430717863,5.267423015,5.573770492,11.18852459,5.318322981,10.29126214,28.28478964,16.31455399,114.0127389,59.39490446,-25.52083333,48.20754717,47.9245283,-0.190961171
195,Red River,12860,12860,12860,12860,12860,12860,12860,12860,7465,7601,7920,7980,8248,8221,8237,8470,8591,1743,5127,2824,2908,5228,4420,2430,5813,4281,0.2335,0.6745,0.3566,0.3644,0.6339,0.5376,0.295,0.6863,0.4983,8.51203789,11.43270622,2.691561591,6.898861353,10.34159411,3.220551378,3.800505051,8.472222222,4.500669018,1.969962941,13.38014433,11.18974751,66.83878371,39.41480207,-16.43741403,56.51558074,51.59348442,-3.14479638
196,Reeves,13783,13783,13783,13783,13783,13783,13783,13783,6097,6285,6551,6907,7102,7058,7400,7551,7504,2066,2877,1223,2094,3249,2417,1555,3685,2261,0.3389,0.4578,0.1867,0.3032,0.4575,0.3424,0.2101,0.488,0.3013,12.99920446,20.14319809,6.322162771,13.28522224,21.37116615,7.137686405,7.739276446,14.54739734,6.319070558,12.93013556,28.08481057,13.4195137,1.355275895,-24.73378509,-25.74021012,97.62878168,84.87326247,-6.454282168
197,Refugio,7383,7383,7383,7383,7383,7383,7383,7383,5072,5066,5043,5003,5092,4930,4884,5000,4912,863,2743,2159,1827,3022,2503,1747,3405,2317,0.1701,0.5415,0.4281,0.3652,0.5935,0.5077,0.3577,0.681,0.4717,0.513225424,-1.302803,-1.806755695,-1.360410095,-3.706624606,-2.378572856,-2.240729724,-2.597660123,-0.365111562,10.17134524,24.13415968,12.67372601,111.7033604,102.433372,-4.378762999,15.93330245,7.318202872,-7.431082701
198,Roberts,929,929,929,929,929,929,929,929,660,667,678,690,717,702,707,678,699,234,514,352,396,566,472,440,550,445,0.3545,0.7706,0.5192,0.5739,0.7894,0.6724,0.6223,0.8112,0.6366,7.496251874,1.649175412,-5.439330544,4.545454545,7.121212121,2.463768116,3.539823009,3.097345133,-0.427350427,10.11673152,7.003891051,-2.826855124,69.23076923,88.03418803,11.11111111,34.09090909,26.42045455,-5.720338983
199,Robertson,16622,16622,16622,16622,16622,16622,16622,16622,11011,11127,11368,11288,11505,11597,11545,11821,11994,2705,7305,5113,3889,7113,6333,3757,8153,6037,0.2457,0.6565,0.4498,0.3445,0.6183,0.5461,0.3254,0.6897,0.5033,3.397142087,6.237080974,2.746631899,2.515666152,4.849695759,2.276754075,2.01442646,5.506685433,3.423299129,-2.628336756,11.60848734,14.62111627,43.77079482,38.8909427,-3.394188737,23.86074712,18.07158224,-4.673930207
200,Rockwall,78337,78337,78337,78337,78337,78337,78337,78337,45687,46501,51805,54362,57404,62808,65871,71073,79160,9009,35865,21089,20529,40244,38716,18602,54222,42982,0.1972,0.7713,0.4071,0.3776,0.7011,0.6164,0.2824,0.7629,0.543,23.4468076,52.84187437,23.81192948,18.9878959,44.17886926,21.17103859,21.23926262,52.80378342,26.03490001,12.20967517,51.18360519,34.73312792,127.8721279,106.4824065,-9.386721224,83.58385888,103.8124141,11.01870028
201,Runnels,10501,10501,10501,10501,10501,10501,10501,10501,6607,6571,6595,6565,6676,6663,6891,7014,6695,1349,3668,2353,2551,3782,3307,2108,4409,3242,0.2042,0.5582,0.3568,0.3886,0.5665,0.4963,0.3059,0.6286,0.4842,1.5979303,6.741744027,5.062911923,-0.63568942,4.298471318,4.965727342,1.031084155,1.516300227,0.480264145,3.107960742,20.20174482,16.57852988,89.10303929,56.26389918,-17.36573893,40.5439864,37.78155546,-1.965527669
202,Rusk,53330,53330,53330,53330,53330,53330,53330,53330,30002,30136,30358,30352,31323,31073,31349,32308,32955,6666,18713,10613,11104,19262,16372,10536,21447,15685,0.2222,0.621,0.3496,0.3658,0.6149,0.5269,0.3361,0.6638,0.476,3.938810725,7.207326785,3.144654088,1.166588894,4.489700687,3.284791776,2.355227617,8.554581988,6.056705178,2.933789344,14.61016406,11.34357803,66.57665767,58.05580558,-5.115273775,54.26363893,47.79044568,-4.196188615
203,Sabine,10834,10834,10834,10834,10834,10834,10834,10834,7273,7393,7453,7512,7707,7756,7865,8032,8227,1307,4579,2767,3144,4645,3974,2671,5508,4181,0.1797,0.6194,0.3713,0.4185,0.6027,0.5124,0.3396,0.6858,0.5082,4.247260922,8.64331124,4.216945634,3.28612677,8.139694761,4.69914803,4.065476989,10.38507983,6.072717896,1.441362743,20.28827255,18.57911733,140.5508799,104.3611324,-15.04452926,43.62125045,51.10227683,5.208857574
204,San Augustine,8865,8865,8865,8865,8865,8865,8865,8865,5961,6010,6167,6086,6180,5999,5937,6098,6051,1815,3690,2724,2476,3579,3026,1985,4002,2877,0.3045,0.614,0.4417,0.4068,0.5791,0.5044,0.3343,0.6563,0.4755,2.828618968,1.46422629,-1.326860841,2.096963597,-0.402617011,-2.448241867,-2.724177072,-1.880979407,0.866811135,-3.008130081,8.455284553,11.81894384,36.41873278,9.366391185,-19.83037157,11.0866373,5.616740088,-4.923992069
205,San Jacinto,26384,26384,26384,26384,26384,26384,26384,26384,15568,15806,16524,16880,17570,17864,18206,18913,19830,3268,9724,6592,5557,10453,9346,5163,12640,9580,0.2099,0.6152,0.3989,0.3292,0.5949,0.5232,0.2836,0.6683,0.4831,11.16031887,19.65709224,7.643710871,8.427543679,16.94501542,7.855450237,8.109416606,20.00726216,11.00537394,7.49691485,29.9876594,20.92222329,70.04283966,57.98653611,-7.090156559,41.77791262,45.3276699,2.503744918
206,San Patricio,64804,64804,64804,64804,64804,64804,64804,64804,41519,41710,40002,39893,41436,41522,41675,43156,44073,5887,20377,11799,10657,22023,18243,9606,25892,17901,0.1418,0.4885,0.295,0.2671,0.5315,0.4394,0.2305,0.6,0.4062,-0.656916807,3.466794534,4.150979824,-3.916279294,0.375731593,4.466949089,3.799810009,10.17699115,6.143731034,8.077734701,27.06482799,17.56799709,81.02598947,63.17309326,-9.862062494,54.61479786,51.71624714,-1.874691663
207,San Saba,6131,6131,6131,6131,6131,6131,6131,6131,3713,3761,3714,3702,3776,3734,3642,3769,3777,1636,2274,1447,1523,2357,2078,1511,2602,2165,0.4406,0.6046,0.3896,0.4114,0.6242,0.5565,0.4149,0.6904,0.5732,0.398830098,0.212709386,-0.185381356,-0.296256396,-1.912200377,-1.620745543,0.538502962,1.69628433,1.151580075,3.649956025,14.4239226,10.39456937,-6.907090465,-7.640586797,-0.787918582,43.60746372,49.61990325,4.186717998
208,Schleicher,3461,3461,3461,3461,3461,3461,3461,3461,1744,1730,1828,1782,1824,1766,1657,1704,1695,304,1017,860,610,1058,957,631,1159,1027,0.1743,0.5879,0.4705,0.3423,0.58,0.5419,0.3808,0.6802,0.6059,5.433526012,-1.502890173,-6.578947368,2.178899083,-4.98853211,-7.014590348,-3.391684902,-7.27571116,-4.020385051,4.031465093,13.9626352,9.5463138,100.6578947,107.5657895,3.442622951,11.27906977,19.41860465,7.314524556
209,Scurry,16921,16921,16921,16921,16921,16921,16921,16921,9124,9194,9380,9338,9484,9299,9282,9444,9289,2170,5121,2902,3104,5344,4391,2977,5897,4153,0.2378,0.557,0.3094,0.3324,0.5635,0.4722,0.3207,0.6244,0.4471,3.15423102,2.719164673,-0.421762969,2.345462516,1.731696624,-0.59970015,-0.863539446,-0.970149254,-0.107538445,4.354618239,15.15329037,10.34805389,43.04147465,37.18894009,-4.091494845,51.30944176,43.10820124,-5.420177636
210,Shackelford,3378,3378,3378,3378,3378,3378,3378,3378,2258,2306,2313,2271,2328,2314,2296,2317,2332,764,1366,815,1186,1521,1294,813,1635,1242,0.3384,0.5924,0.3524,0.5222,0.6534,0.5592,0.3541,0.7057,0.5326,0.954032958,0.477016479,-0.472508591,0.575730735,1.682905226,1.100836636,0.043233895,0.821444012,0.777873812,11.34699854,19.69253294,7.495069034,55.23560209,6.413612565,-31.45025295,58.77300613,52.39263804,-4.018547141
211,Shelby,25448,25448,25448,25448,25448,25448,25448,25448,13754,14009,14584,14829,15176,15234,15303,15525,15914,4392,9274,5627,5844,9146,7584,5994,10128,6980,0.3193,0.662,0.3858,0.3941,0.6027,0.4978,0.3917,0.6524,0.4386,8.330359055,10.82161468,2.299683711,7.815908099,11.26217828,3.196439409,4.456939111,9.119583105,4.463699619,-1.380202717,9.208540004,10.73693418,33.06010929,36.47540984,2.566735113,34.77874533,24.04478408,-7.964135021
212,Sherman,3034,3034,3034,3034,3034,3034,3034,3034,1424,1465,1521,1478,1518,1523,1485,1518,1376,621,1052,600,538,935,823,657,1000,713,0.4361,0.7181,0.3945,0.364,0.6159,0.5404,0.4424,0.6588,0.5182,3.61774744,3.61774744,0,3.792134831,4.283707865,0.473612991,0.131492439,-9.533201841,-9.652002626,-11.121673,-4.942965779,6.951871658,-13.36553945,5.797101449,22.11895911,37.16666667,18.83333333,-13.36573512
213,Smith,209714,209714,209714,209714,209714,209714,209714,209714,117796,119203,126636,130457,135211,135080,140253,145773,154203,30379,80158,49192,48202,85230,77428,40036,100697,76507,0.2579,0.6724,0.3885,0.3695,0.6303,0.5732,0.2855,0.6908,0.4961,13.42919222,22.28970747,7.811494627,10.74824272,19.06431458,7.508987636,6.66793013,21.76869137,14.15679597,6.327503181,25.62314429,18.14736595,58.66881728,31.78840646,-16.94120576,57.39957717,55.52732152,-1.189492173
214,Somervell,8490,8490,8490,8490,8490,8490,8490,8490,5467,5509,5812,5868,6017,6233,6424,6704,6993,1582,3539,2255,2671,3896,3706,2498,4967,4051,0.2894,0.6424,0.388,0.4552,0.6475,0.5946,0.3889,0.7409,0.5793,9.221274278,21.69177709,11.41764999,7.334918603,17.50503018,9.475119291,7.243633861,20.32002753,12.19316541,10.08759537,40.35038146,27.48973306,68.8369153,57.90139064,-6.476974916,64.345898,79.64523282,9.309228278
215,Starr,60968,60968,60968,60968,60968,60968,60968,60968,29659,30343,30241,30734,31985,32971,33495,34006,34087,7571,12088,5422,12970,11851,11883,10888,17866,12482,0.2553,0.3984,0.1793,0.422,0.3705,0.3604,0.3251,0.5254,0.3662,5.411462281,12.07197706,6.318586838,3.624532182,12.93367949,8.983536149,9.02747925,12.7178334,3.384792697,-1.960622105,47.79947055,50.75521053,71.31158367,43.81191388,-16.05242868,119.1626706,130.2102545,5.040814609
216,Stephens,9630,9630,9630,9630,9630,9630,9630,9630,5517,5444,5584,5608,5730,5543,5524,5655,5711,1374,3412,1948,2774,3457,2970,1960,3819,2756,0.249,0.6267,0.3489,0.4947,0.6033,0.5358,0.3548,0.6753,0.4826,5.253490081,3.875826598,-1.308900524,1.649447163,0.126880551,-1.4978602,-0.734240688,2.274355301,3.03084972,1.31887456,11.92848769,10.47150709,101.8922853,42.64919942,-29.34390771,52.46406571,41.47843943,-7.205387205
217,Sterling,1143,1143,1143,1143,1143,1143,1143,1143,823,831,843,853,935,875,895,933,775,327,475,460,406,633,491,328,639,450,0.3973,0.5716,0.5457,0.476,0.677,0.5611,0.3665,0.6849,0.5806,12.51504212,12.27436823,-0.213903743,3.645200486,8.748481166,4.923798359,3.795966785,-8.066429419,-11.42857143,33.26315789,34.52631579,0.947867299,24.15902141,0.305810398,-19.21182266,6.739130435,-2.173913043,-8.350305499
218,Stonewall,1490,1490,1490,1490,1490,1490,1490,1490,1030,1038,1012,960,998,957,941,951,929,143,684,389,404,701,617,297,741,571,0.1388,0.659,0.3844,0.4208,0.7024,0.6447,0.3156,0.7792,0.6146,-3.853564547,-8.38150289,-4.709418838,-6.796116505,-8.640776699,-1.979166667,-5.434782609,-8.201581028,-2.925809822,2.485380117,8.333333333,5.706134094,182.5174825,107.6923077,-26.48514851,58.61182519,46.78663239,-7.455429498
